book,lex,sp,vs,vt,ctyp,ptyp,gloss
2_sam,שׁלח,verb,qal,perf,,VP,send
2_sam,ב,prep,,,,PP,in
2_sam,יד,subs,,,,,hand
2_sam,אל,prep,,,,PP,to
2_sam,כל,subs,,,,NP,whole
2_sam,דבר,subs,,,,,word
2_sam,אשׁר,conj,,,xYq0,CP,<relative>
2_sam,שׁמע,verb,qal,impf,,VP,hear
2_sam,ו,conj,,,WayX,CP,and
2_sam,בוא,verb,qal,wayq,,VP,come
2_sam,חושׁי,nmpr,,,,PrNP,Hushai
2_sam,רעה,subs,,,,,fellow
2_sam,דוד,nmpr,,,,,David
2_sam,ה,art,,,,NP,the
2_sam,עיר,subs,,,,,town
2_sam,ו,conj,,,WXYq,CP,and
2_sam,אבשׁלומ,nmpr,,,,PrNP,Absalom
2_sam,בוא,verb,qal,impf,,VP,come
2_sam,ירושׁלמ,nmpr,,,,PrNP,Jerusalem
2_sam,ו,conj,,,WXQt,CP,and
2_sam,דוד,nmpr,,,,PrNP,David
2_sam,עבר,verb,qal,perf,,VP,pass
2_sam,מעט,subs,,,,AdvP,little
2_sam,מנ,prep,,,,PP,from
2_sam,ה,art,,,,,the
2_sam,ראשׁ,subs,,,,,head
2_sam,ו,conj,,,NmCl,CP,and
2_sam,הנה,intj,,,,InjP,behold
2_sam,ציבא,nmpr,,,,PrNP,Ziba
2_sam,נער,subs,,,,,boy
2_sam,מפיבשׁת,nmpr,,,,,Mephibosheth
2_sam,ל,prep,,,InfC,VP,to
2_sam,קרא,verb,qal,infc,,,encounter
2_sam,ו,conj,,,NmCl,CP,and
2_sam,צמד,subs,,,,NP,span
2_sam,חמור,subs,,,,,he-ass
2_sam,חבשׁ,verb,qal,ptcp,,,saddle
2_sam,ו,conj,,,NmCl,CP,and
2_sam,על,prep,,,,PP,upon
2_sam,מאה,subs,,,,NP,hundred
2_sam,לחמ,subs,,,,,bread
2_sam,ו,conj,,,,,and
2_sam,מאה,subs,,,,,hundred
2_sam,צמוקימ,subs,,,,,cakes
2_sam,ו,conj,,,,,and
2_sam,מאה,subs,,,,,hundred
2_sam,קיצ,subs,,,,,summer
2_sam,ו,conj,,,,,and
2_sam,נבל,subs,,,,,jar
2_sam,יינ,subs,,,,,wine
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,אל,prep,,,,PP,to
2_sam,ציבא,nmpr,,,,,Ziba
2_sam,מה,prin,,,NmCl,IPrP,what
2_sam,אלה,prde,,,,DPrP,these
2_sam,ל,prep,,,,,to
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ציבא,nmpr,,,,PrNP,Ziba
2_sam,ה,art,,,NmCl,NP,the
2_sam,חמור,subs,,,,,he-ass
2_sam,ל,prep,,,,PP,to
2_sam,בית,subs,,,,,house
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,ל,prep,,,InfC,VP,to
2_sam,רכב,verb,qal,infc,,,ride
2_sam,ו,conj,,,NmCl,CP,and
2_sam,ה,art,,,,NP,the
2_sam,לחמ,subs,,,,,bread
2_sam,ו,conj,,,,,and
2_sam,ה,art,,,,,the
2_sam,קיצ,subs,,,,,summer
2_sam,ל,prep,,,InfC,VP,to
2_sam,אכל,verb,qal,infc,,,eat
2_sam,ה,art,,,,NP,the
2_sam,נער,subs,,,,,boy
2_sam,ו,conj,,,NmCl,CP,and
2_sam,ה,art,,,,NP,the
2_sam,יינ,subs,,,,,wine
2_sam,ל,prep,,,InfC,VP,to
2_sam,שׁתה,verb,qal,infc,,,drink
2_sam,ה,art,,,,NP,the
2_sam,יעפ,adjv,,,,,weary
2_sam,ב,prep,,,,PP,in
2_sam,ה,art,,,,,the
2_sam,מדבר,subs,,,,,desert
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,ו,conj,,,NmCl,CP,and
2_sam,איה,inrg,,,,InrP,where
2_sam,בנ,subs,,,,NP,son
2_sam,אדונ,subs,,,,,lord
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ציבא,nmpr,,,,PrNP,Ziba
2_sam,אל,prep,,,,PP,to
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,הנה,intj,,,Ptcp,InjP,behold
2_sam,ישׁב,verb,qal,ptca,,VP,sit
2_sam,ב,prep,,,,PP,in
2_sam,ירושׁלמ,nmpr,,,,,Jerusalem
2_sam,כי,conj,,,xQt0,CP,that
2_sam,אמר,verb,qal,perf,,VP,say
2_sam,ה,art,,,xYqX,NP,the
2_sam,יומ,subs,,,,,day
2_sam,שׁוב,verb,hif,impf,,VP,return
2_sam,ל,prep,,,,PP,to
2_sam,בית,subs,,,,NP,house
2_sam,ישׂראל,nmpr,,,,,Israel
2_sam,את,prep,,,,PP,<object marker>
2_sam,ממלכות,subs,,,,,kingdom
2_sam,אב,subs,,,,,father
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,ל,prep,,,,PP,to
2_sam,ציבא,nmpr,,,,,Ziba
2_sam,הנה,intj,,,NmCl,InjP,behold
2_sam,ל,prep,,,,PP,to
2_sam,כל,subs,,,,NP,whole
2_sam,אשׁר,conj,,,NmCl,CP,<relative>
2_sam,ל,prep,,,,PP,to
2_sam,מפיבשׁת,nmpr,,,,,Mephibosheth
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ציבא,nmpr,,,,PrNP,Ziba
2_sam,חוה,verb,hsht,perf,ZQt0,VP,bow down
2_sam,מצא,verb,qal,impf,ZYq0,VP,find
2_sam,חנ,subs,,,,NP,grace
2_sam,ב,prep,,,,,in
2_sam,עינ,subs,,,,,eye
2_sam,אדונ,subs,,,Voct,NP,lord
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,ו,conj,,,WQtX,CP,and
2_sam,בוא,verb,qal,perf,,VP,come
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,דוד,nmpr,,,,,David
2_sam,עד,prep,,,,PP,unto
2_sam,בחרימ,nmpr,,,,,Bahurim
2_sam,ו,conj,,,Ptcp,CP,and
2_sam,הנה,intj,,,,InjP,behold
2_sam,מנ,prep,,,,PP,from
2_sam,שׁמ,advb,,,,,there
2_sam,אישׁ,subs,,,,NP,man
2_sam,יצא,verb,qal,ptca,,VP,go out
2_sam,מנ,prep,,,,NP,from
2_sam,משׁפחת,subs,,,,,clan
2_sam,בית,subs,,,,,house
2_sam,שׁאול,nmpr,,,,,Saul
2_sam,ו,conj,,,NmCl,CP,and
2_sam,שׁמ,subs,,,,NP,name
2_sam,שׁמעי,nmpr,,,,PrNP,Shimei
2_sam,בנ,subs,,,,,son
2_sam,גרא,nmpr,,,,,Gera
2_sam,יצא,verb,qal,ptca,Ptcp,VP,go out
2_sam,יצא,verb,qal,infa,,AdvP,go out
2_sam,ו,conj,,,Ptcp,CP,and
2_sam,קלל,verb,piel,ptca,,VP,be slight
2_sam,ו,conj,,,Way0,CP,and
2_sam,סקל,verb,piel,wayq,,VP,stone
2_sam,ב,prep,,,,PP,in
2_sam,ה,art,,,,,the
2_sam,אבנ,subs,,,,,stone
2_sam,את,prep,,,,PP,<object marker>
2_sam,דוד,nmpr,,,,,David
2_sam,ו,conj,,,,,and
2_sam,את,prep,,,,,<object marker>
2_sam,כל,subs,,,,,whole
2_sam,עבד,subs,,,,,servant
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,דוד,nmpr,,,,,David
2_sam,ו,conj,,,NmCl,CP,and
2_sam,כל,subs,,,,NP,whole
2_sam,ה,art,,,,,the
2_sam,עמ,subs,,,,,people
2_sam,ו,conj,,,,,and
2_sam,כל,subs,,,,,whole
2_sam,ה,art,,,,,the
2_sam,גבור,subs,,,,,vigorous
2_sam,מנ,prep,,,,PP,from
2_sam,ימינ,subs,,,,,right-hand side
2_sam,ו,conj,,,,,and
2_sam,מנ,prep,,,,,from
2_sam,שׂמאל,subs,,,,,lefthand side
2_sam,ו,conj,,,WxQX,CP,and
2_sam,כה,advb,,,,AdvP,thus
2_sam,אמר,verb,qal,perf,,VP,say
2_sam,שׁמעי,nmpr,,,,PrNP,Shimei
2_sam,ב,prep,,,InfC,VP,in
2_sam,קלל,verb,piel,infc,,,be slight
2_sam,יצא,verb,qal,impv,ZIm0,VP,go out
2_sam,יצא,verb,qal,impv,ZIm0,VP,go out
2_sam,אישׁ,subs,,,Voct,NP,man
2_sam,ה,art,,,,,the
2_sam,דמ,subs,,,,,blood
2_sam,ו,conj,,,,,and
2_sam,אישׁ,subs,,,,,man
2_sam,ה,art,,,,,the
2_sam,בליעל,subs,,,,,wickedness
2_sam,שׁוב,verb,hif,perf,ZQtX,VP,return
2_sam,על,prep,,,,PP,upon
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,כל,subs,,,,NP,whole
2_sam,דמ,subs,,,,,blood
2_sam,בית,subs,,,,,house
2_sam,שׁאול,nmpr,,,,,Saul
2_sam,אשׁר,conj,,,xQt0,CP,<relative>
2_sam,מלכ,verb,qal,perf,,VP,be king
2_sam,תחת,subs,,,,PP,under part
2_sam,ו,conj,,,WayX,CP,and
2_sam,נתנ,verb,qal,wayq,,VP,give
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,את,prep,,,,PP,<object marker>
2_sam,ה,art,,,,,the
2_sam,מלוכה,subs,,,,,kingship
2_sam,ב,prep,,,,PP,in
2_sam,יד,subs,,,,,hand
2_sam,אבשׁלומ,nmpr,,,,,Absalom
2_sam,בנ,subs,,,,,son
2_sam,ו,conj,,,NmCl,CP,and
2_sam,הנה,intj,,,,InjP,behold
2_sam,ב,prep,,,,PP,in
2_sam,רעה,subs,,,,,evil
2_sam,כי,conj,,,NmCl,CP,that
2_sam,אישׁ,subs,,,,NP,man
2_sam,דמ,subs,,,,,blood
2_sam,אתה,prps,,,,PPrP,you
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,אבישׁי,nmpr,,,,PrNP,Abishai
2_sam,בנ,subs,,,,,son
2_sam,צרויה,nmpr,,,,,Zeruiah
2_sam,אל,prep,,,,PP,to
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,למה,inrg,,,xYqX,InrP,why
2_sam,קלל,verb,piel,impf,,VP,be slight
2_sam,ה,art,,,,NP,the
2_sam,כלב,subs,,,,,dog
2_sam,ה,art,,,,,the
2_sam,מות,verb,qal,ptca,,,die
2_sam,ה,art,,,,,the
2_sam,זה,prde,,,,,this
2_sam,את,prep,,,,PP,<object marker>
2_sam,אדונ,subs,,,,,lord
2_sam,ה,art,,,,,the
2_sam,מלכ,subs,,,,,king
2_sam,עבר,verb,qal,impf,ZYq0,VP,pass
2_sam,נא,intj,,,,InjP,yeah
2_sam,ו,conj,,,WYq0,CP,and
2_sam,סור,verb,hif,impf,,VP,turn aside
2_sam,את,prep,,,,PP,<object marker>
2_sam,ראשׁ,subs,,,,,head
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,מה,prin,,,NmCl,IPrP,what
2_sam,ל,prep,,,,PP,to
2_sam,ו,conj,,,,,and
2_sam,ל,prep,,,,,to
2_sam,בנ,subs,,,Voct,NP,son
2_sam,צרויה,nmpr,,,,,Zeruiah
2_sam,כה,advb,,,xYq0,AdvP,thus
2_sam,קלל,verb,piel,impf,,VP,be slight
2_sam,כי,conj,,,XQtl,CP,that
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,אמר,verb,qal,perf,,VP,say
2_sam,ל,prep,,,,PP,to
2_sam,קלל,verb,piel,impv,ZIm0,VP,be slight
2_sam,את,prep,,,,PP,<object marker>
2_sam,דוד,nmpr,,,,,David
2_sam,ו,conj,,,WXYq,CP,and
2_sam,מי,prin,,,,IPrP,who
2_sam,אמר,verb,qal,impf,,VP,say
2_sam,מדוע,inrg,,,xQt0,InrP,why
2_sam,עשׂה,verb,qal,perf,,VP,make
2_sam,כנ,advb,,,,AdvP,thus
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,דוד,nmpr,,,,PrNP,David
2_sam,אל,prep,,,,PP,to
2_sam,אבישׁי,nmpr,,,,,Abishai
2_sam,ו,conj,,,,,and
2_sam,אל,prep,,,,,to
2_sam,כל,subs,,,,,whole
2_sam,עבד,subs,,,,,servant
2_sam,הנה,intj,,,Ptcp,InjP,behold
2_sam,בנ,subs,,,,NP,son
2_sam,אשׁר,conj,,,xQt0,CP,<relative>
2_sam,יצא,verb,qal,perf,,VP,go out
2_sam,מנ,prep,,,,PP,from
2_sam,מעימ,subs,,,,,bowels
2_sam,בקשׁ,verb,piel,ptca,Ptcp,VP,seek
2_sam,את,prep,,,,PP,<object marker>
2_sam,נפשׁ,subs,,,,,soul
2_sam,ו,conj,,,Ellp,CP,and
2_sam,אפ,advb,,,,AdvP,even
2_sam,כי,conj,,,,CP,that
2_sam,עתה,advb,,,,AdvP,now
2_sam,בנ,subs,,,,NP,son
2_sam,ה,art,,,,,the
2_sam,ימיני,adjv,,,,,Benjaminite
2_sam,נוח,verb,hif,impv,ZIm0,VP,settle
2_sam,ל,prep,,,,PP,to
2_sam,ו,conj,,,WYq0,CP,and
2_sam,קלל,verb,piel,impf,,VP,be slight
2_sam,כי,conj,,,xQtX,CP,that
2_sam,אמר,verb,qal,perf,,VP,say
2_sam,ל,prep,,,,PP,to
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,אולי,advb,,,xYqX,AdvP,perhaps
2_sam,ראה,verb,qal,impf,,VP,see
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,ב,prep,,,,PP,in
2_sam,עינ,subs,,,,,eye
2_sam,ו,conj,,,WQtX,CP,and
2_sam,שׁוב,verb,hif,perf,,VP,return
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,ל,prep,,,,PP,to
2_sam,טובה,subs,,,,NP,what is good
2_sam,תחת,subs,,,,PP,under part
2_sam,קללה,subs,,,,,curse
2_sam,ה,art,,,,NP,the
2_sam,יומ,subs,,,,,day
2_sam,ה,art,,,,,the
2_sam,זה,prde,,,,,this
2_sam,ו,conj,,,WayX,CP,and
2_sam,הלכ,verb,qal,wayq,,VP,walk
2_sam,דוד,nmpr,,,,PrNP,David
2_sam,ו,conj,,,,,and
2_sam,אישׁ,subs,,,,,man
2_sam,ב,prep,,,,PP,in
2_sam,ה,art,,,,,the
2_sam,דרכ,subs,,,,,way
2_sam,ו,conj,,,Ptcp,CP,and
2_sam,שׁמעי,nmpr,,,,PrNP,Shimei
2_sam,הלכ,verb,qal,ptca,,VP,walk
2_sam,ב,prep,,,,PP,in
2_sam,צלע,subs,,,,,side
2_sam,ה,art,,,,,the
2_sam,הר,subs,,,,,mountain
2_sam,ל,prep,,,,,to
2_sam,עמה,subs,,,,,side
2_sam,הלכ,verb,qal,infa,InfA,VP,walk
2_sam,ו,conj,,,Way0,CP,and
2_sam,קלל,verb,piel,wayq,,VP,be slight
2_sam,ו,conj,,,Way0,CP,and
2_sam,סקל,verb,piel,wayq,,VP,stone
2_sam,ב,prep,,,,PP,in
2_sam,ה,art,,,,,the
2_sam,אבנ,subs,,,,,stone
2_sam,ל,prep,,,,PP,to
2_sam,עמה,subs,,,,,side
2_sam,ו,conj,,,WQt0,CP,and
2_sam,עפר,verb,piel,perf,,VP,throw
2_sam,ב,prep,,,,PP,in
2_sam,ה,art,,,,,the
2_sam,עפר,subs,,,,,dust
2_sam,ו,conj,,,WayX,CP,and
2_sam,בוא,verb,qal,wayq,,VP,come
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,ו,conj,,,,,and
2_sam,כל,subs,,,,,whole
2_sam,ה,art,,,,,the
2_sam,עמ,subs,,,,,people
2_sam,אשׁר,conj,,,NmCl,CP,<relative>
2_sam,את,prep,,,,PP,together with
2_sam,עיפ,adjv,,,WayX,AdjP,faint
2_sam,ו,conj,,,Way0,CP,and
2_sam,נפשׁ,verb,nif,wayq,,VP,take breath
2_sam,שׁמ,advb,,,,AdvP,there
2_sam,ו,conj,,,WXQt,CP,and
2_sam,אבשׁלומ,nmpr,,,,PrNP,Absalom
2_sam,ו,conj,,,,,and
2_sam,כל,subs,,,,,whole
2_sam,ה,art,,,,,the
2_sam,עמ,subs,,,,,people
2_sam,אישׁ,subs,,,,,man
2_sam,ישׂראל,nmpr,,,,,Israel
2_sam,בוא,verb,qal,perf,,VP,come
2_sam,ירושׁלמ,nmpr,,,,PrNP,Jerusalem
2_sam,ו,conj,,,NmCl,CP,and
2_sam,אחיתפל,nmpr,,,,PrNP,Ahithophel
2_sam,את,prep,,,,PP,together with
2_sam,ו,conj,,,Way0,CP,and
2_sam,היה,verb,qal,wayq,,VP,be
2_sam,כ,prep,,,xQtX,CP,as
2_sam,אשׁר,conj,,,,,<relative>
2_sam,בוא,verb,qal,perf,,VP,come
2_sam,חושׁי,nmpr,,,,PrNP,Hushai
2_sam,ה,art,,,,,the
2_sam,ארכי,adjv,,,,,Arkite
2_sam,רעה,subs,,,,,fellow
2_sam,דוד,nmpr,,,,,David
2_sam,אל,prep,,,,PP,to
2_sam,אבשׁלומ,nmpr,,,,,Absalom
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,חושׁי,nmpr,,,,PrNP,Hushai
2_sam,אל,prep,,,,PP,to
2_sam,אבשׁלומ,nmpr,,,,,Absalom
2_sam,חיה,verb,qal,impf,ZYqX,VP,be alive
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,חיה,verb,qal,impf,ZYqX,VP,be alive
2_sam,ה,art,,,,NP,the
2_sam,מלכ,subs,,,,,king
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,אבשׁלומ,nmpr,,,,PrNP,Absalom
2_sam,אל,prep,,,,PP,to
2_sam,חושׁי,nmpr,,,,,Hushai
2_sam,זה,prde,,,NmCl,DPrP,this
2_sam,חסד,subs,,,,NP,loyalty
2_sam,את,prep,,,,,<object marker>
2_sam,רע,subs,,,,,fellow
2_sam,למה,inrg,,,xQt0,InrP,why
2_sam,לא,nega,,,,NegP,not
2_sam,הלכ,verb,qal,perf,,VP,walk
2_sam,את,prep,,,,PP,together with
2_sam,רע,subs,,,,,fellow
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,חושׁי,nmpr,,,,PrNP,Hushai
2_sam,אל,prep,,,,PP,to
2_sam,אבשׁלומ,nmpr,,,,,Absalom
2_sam,לא,nega,,,NmCl,NegP,not
2_sam,כי,conj,,,NmCl,CP,that
2_sam,אשׁר,conj,,,CPen,CP,<relative>
2_sam,בחר,verb,qal,perf,,VP,examine
2_sam,יהוה,nmpr,,,,PrNP,YHWH
2_sam,ו,conj,,,,,and
2_sam,ה,art,,,,,the
2_sam,עמ,subs,,,,,people
2_sam,ה,art,,,,,the
2_sam,זה,prde,,,,,this
2_sam,ו,conj,,,,,and
2_sam,כל,subs,,,,,whole
2_sam,אישׁ,subs,,,,,man
2_sam,ישׂראל,nmpr,,,,,Israel
2_sam,ל,prep,,,xYq0,PP,to
2_sam,היה,verb,qal,impf,,VP,be
2_sam,ו,conj,,,WxY0,CP,and
2_sam,את,prep,,,,PP,together with
2_sam,ישׁב,verb,qal,impf,,VP,sit
2_sam,ו,conj,,,NmCl,CP,and
2_sam,ה,art,,,,NP,the
2_sam,שׁני,adjv,,,,,second
2_sam,ל,prep,,,XYqt,PP,to
2_sam,מי,prin,,,,,who
2_sam,אני,prps,,,,PPrP,i
2_sam,עבד,verb,qal,impf,,VP,"work, serve"
2_sam,ה,inrg,,,Ellp,InrP,<interrogative>
2_sam,לא,nega,,,,NegP,not
2_sam,ל,prep,,,,PP,to
2_sam,פנה,subs,,,,,face
2_sam,בנ,subs,,,,,son
2_sam,כ,prep,,,xQt0,CP,as
2_sam,אשׁר,conj,,,,,<relative>
2_sam,עבד,verb,qal,perf,,VP,"work, serve"
2_sam,ל,prep,,,,PP,to
2_sam,פנה,subs,,,,,face
2_sam,אב,subs,,,,,father
2_sam,כנ,advb,,,xYq0,AdvP,thus
2_sam,היה,verb,qal,impf,,VP,be
2_sam,ל,prep,,,,PP,to
2_sam,פנה,subs,,,,,face
2_sam,ו,conj,,,WayX,CP,and
2_sam,אמר,verb,qal,wayq,,VP,say
2_sam,אבשׁלומ,nmpr,,,,PrNP,Absalom
2_sam,אל,prep,,,,PP,to
2_sam,אחיתפל,nmpr,,,,,Ahithophel
2_sam,יהב,verb,qal,impv,ZIm0,VP,give
2_sam,ל,prep,,,,PP,to
2_sam,עצה,subs,,,,NP,counsel
2_sam,מה,prin,,,xYq0,IPrP,what
2_sam,עשׂה,verb,qal,impf,,VP,make
2_sam,ו,conj,,,WayX,CP,and
